recency,history,mens,womens,newbie,zip_code,channel,segment,treatment,visit,conversion,spend,uplift_score,p_t,p_c,uplift_segment
12,100.11,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.032283016,0.051023874,0.018740857,Needs Attention
10,49.15,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.006804563,0.044656098,0.05146066,Lost Causes
10,297.62,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.047449976,0.16542336,0.11797339,Sure Things
5,29.99,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.0826264,0.14240853,0.059782133,Persuadables
1,240.42,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.025503397,0.18895791,0.16345452,Needs Attention
9,146.11,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.00968498,0.096603855,0.106288835,Lost Causes
9,29.99,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.15562579,0.24231786,0.08669206,Persuadables
5,1470.1,1,0,1,Urban,Web,Womens E-Mail,1,1,0,0.0,0.012754589,0.18538111,0.17262653,Needs Attention
2,255.12,0,1,0,Urban,Web,No E-Mail,0,1,0,0.0,-0.04906161,0.23010166,0.27916327,Lost Causes
10,148.39,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.061320033,0.10667789,0.045357857,Sure Things
12,83.99,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.027476251,0.13494076,0.10746451,Needs Attention
11,287.77,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.015181094,0.18671681,0.17153572,Needs Attention
9,174.88,1,0,1,Rural,Web,No E-Mail,0,1,0,0.0,0.045570448,0.15908599,0.11351554,Sure Things
9,34.05,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.033694837,0.094542764,0.060847927,Needs Attention
1,221.77,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.049808875,0.23211937,0.18231049,Sure Things
3,178.07,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.08899946,0.15559551,0.06659605,Persuadables
6,419.57,1,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.107182816,0.28098693,0.17380412,Persuadables
1,131.45,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.11659971,0.21976525,0.10316554,Persuadables
10,178.86,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.020770162,0.15082014,0.13004997,Needs Attention
5,118.56,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07525186,0.117295235,0.042043373,Sure Things
5,152.58,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.058075156,0.10483569,0.046760533,Sure Things
9,29.99,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.09336957,0.1574179,0.06404832,Persuadables
6,30.42,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.09217538,0.1431719,0.050996523,Persuadables
6,357.45,1,0,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.014808036,0.09258153,0.10738957,Lost Causes
2,1186.7,1,0,1,Surburban,Multichannel,No E-Mail,0,1,0,0.0,0.034173667,0.1618302,0.12765653,Needs Attention
1,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.010245174,0.08586033,0.07561515,Needs Attention
4,227.04,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.02688162,0.19775826,0.17087664,Needs Attention
9,48.86,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.019070387,0.066057526,0.04698714,Needs Attention
9,139.75,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.02476329,0.05663537,0.03187208,Needs Attention
9,29.99,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.12827748,0.22488864,0.09661115,Persuadables
2,106.14,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.026700262,0.0828159,0.05611564,Needs Attention
9,133.01,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.008477695,0.08013012,0.07165243,Needs Attention
8,29.99,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.083646074,0.1343151,0.050669033,Persuadables
1,281.07,1,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.13914041,0.35380113,0.21466072,Persuadables
7,142.44,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.036669318,0.095933534,0.059264217,Needs Attention
6,617.87,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.09078209,0.15881296,0.068030864,Persuadables
6,185.32,1,0,0,Rural,Web,Womens E-Mail,1,0,0,0.0,-0.018635288,0.17373341,0.1923687,Lost Causes
4,29.99,0,1,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.060118064,0.18992598,0.12980792,Sure Things
2,288.64,1,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.11499998,0.2601005,0.14510053,Persuadables
2,421.66,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.08055259,0.18308628,0.10253368,Persuadables
11,318.23,1,1,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.034472615,0.18099666,0.14652404,Needs Attention
7,108.76,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.11505913,0.1641888,0.049129672,Persuadables
10,771.54,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.036337942,0.17323072,0.13689278,Needs Attention
6,224.3,0,1,1,Rural,Web,No E-Mail,0,0,0,0.0,0.03304913,0.1322173,0.099168174,Needs Attention
5,168.94,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.008688435,0.11985472,0.11116628,Needs Attention
1,427.63,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.035346344,0.15166676,0.11632042,Needs Attention
2,220.37,1,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.11343847,0.21829385,0.10485537,Persuadables
9,37.02,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.01393143,0.028504075,0.014572646,Needs Attention
9,179.81,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.10964355,0.14045548,0.030811932,Persuadables
5,29.99,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.067775056,0.19179204,0.124016985,Sure Things
6,130.03,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.077132344,0.1244149,0.047282558,Sure Things
9,479.53,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.06855489,0.19943735,0.13088246,Sure Things
9,29.99,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07179883,0.084766015,0.012967181,Sure Things
10,821.5,1,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.008585095,0.17457852,0.16599342,Needs Attention
8,71.25,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.0846044,0.10562055,0.021016154,Persuadables
9,102.42,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.01749283,0.036870677,0.019377846,Needs Attention
1,163.6,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.10113646,0.22908308,0.12794662,Persuadables
7,29.99,1,0,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.028086938,0.08103153,0.052944593,Needs Attention
9,58.35,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.11465052,0.16629045,0.051639933,Persuadables
6,163.75,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.04855001,0.20661856,0.15806855,Sure Things
7,283.61,0,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.0836744,0.115395725,0.03172132,Persuadables
10,202.44,1,1,1,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.16451226,0.19644861,0.03193635,Persuadables
12,137.72,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.021229535,0.087783284,0.06655375,Needs Attention
1,1004.64,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.09516354,0.22321469,0.12805115,Persuadables
2,402.98,1,0,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.030278668,0.11648106,0.08620239,Needs Attention
11,29.99,0,1,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.05062773,0.15144874,0.10082101,Sure Things
11,29.99,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.0012498721,0.104848646,0.10359877,Needs Attention
7,35.67,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.066655576,0.09512954,0.028473966,Sure Things
6,144.07,0,1,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.038289264,0.15905525,0.120765984,Needs Attention
1,299.35,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.0011288226,0.105255574,0.1063844,Lost Causes
4,29.99,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,-0.061700776,0.14675535,0.20845613,Lost Causes
5,190.84,0,1,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.03301905,0.17732324,0.14430419,Needs Attention
10,68.02,0,1,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.07897759,0.15960255,0.08062496,Sure Things
2,197.86,0,1,1,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.07290163,0.11976915,0.04686752,Sure Things
1,570.97,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.07813352,0.20344646,0.12531294,Sure Things
4,183.02,0,1,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.03503842,0.13632192,0.1012835,Needs Attention
4,156.72,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.060209304,0.11922835,0.059019044,Sure Things
3,524.49,0,1,1,Urban,Multichannel,Womens E-Mail,1,1,0,0.0,0.07607935,0.16086562,0.084786266,Sure Things
9,81.9,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.015767314,0.03293545,0.017168138,Needs Attention
9,36.19,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.002103418,0.11264248,0.110539064,Needs Attention
5,81.95,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.0098047145,0.06642844,0.056623723,Needs Attention
8,78.86,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.013320535,0.079735845,0.06641531,Needs Attention
7,275.33,1,0,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,-0.0027877986,0.12912336,0.13191116,Lost Causes
9,99.05,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.0249344,0.06928073,0.04434633,Needs Attention
7,131.84,0,1,1,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.088675484,0.11296296,0.024287479,Persuadables
1,101.46,1,0,0,Surburban,Web,No E-Mail,0,1,0,0.0,0.007551536,0.16888073,0.1613292,Needs Attention
2,599.05,1,1,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.06666003,0.222697,0.15603697,Sure Things
10,29.99,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.026545875,0.081376165,0.05483029,Needs Attention
4,1011.95,0,1,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.10199768,0.17081879,0.06882111,Persuadables
7,52.73,1,0,1,Surburban,Phone,No E-Mail,0,1,0,0.0,0.035918813,0.0619783,0.026059486,Needs Attention
10,380.72,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.028243192,0.06784286,0.096086055,Lost Causes
5,186.04,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,-0.037117288,0.106795326,0.14391261,Lost Causes
1,123.83,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.020612247,0.07935131,0.058739066,Needs Attention
8,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.026593901,0.05041303,0.02381913,Needs Attention
1,258.69,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,6.3195825e-05,0.15409485,0.15403165,Needs Attention
9,266.73,0,1,0,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.10656865,0.16454819,0.057979535,Persuadables
5,88.03,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.10439062,0.22539742,0.1210068,Persuadables
5,746.93,1,1,1,Urban,Multichannel,No E-Mail,0,1,0,0.0,0.02728334,0.17079489,0.14351155,Needs Attention
12,291.07,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.20332177,0.34602404,0.14270227,Persuadables
1,137.94,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.0074657574,0.123353146,0.11588739,Needs Attention
2,540.52,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.09188713,0.19304776,0.10116063,Persuadables
9,285.02,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.12234948,0.22071427,0.09836479,Persuadables
3,127.18,0,1,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.06676681,0.16684,0.10007319,Sure Things
8,88.47,0,1,1,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.12073424,0.1496828,0.02894857,Persuadables
7,177.69,1,0,0,Rural,Web,Womens E-Mail,1,1,0,0.0,-0.00090418756,0.18570161,0.1866058,Lost Causes
2,318.04,1,0,0,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.020439908,0.14939724,0.12895733,Needs Attention
8,29.99,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.03172531,0.14748941,0.115764104,Needs Attention
3,322.29,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.08701509,0.24634232,0.15932722,Persuadables
11,36.81,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.051956207,0.1616993,0.10974309,Sure Things
3,115.45,1,0,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.014930896,0.10257123,0.08764033,Needs Attention
10,52.92,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.0120473895,0.028110815,0.016063426,Needs Attention
3,43.11,1,0,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.00093951076,0.10039219,0.09945268,Needs Attention
1,133.69,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.061941832,0.1278853,0.065943465,Sure Things
8,844.17,1,1,1,Surburban,Web,Womens E-Mail,1,1,0,0.0,-0.067626,0.19712889,0.2647549,Lost Causes
5,186.57,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.038226694,0.15569074,0.11746405,Needs Attention
6,157.81,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.05526632,0.16252315,0.10725683,Sure Things
9,29.99,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.086413994,0.11920868,0.032794688,Persuadables
5,190.41,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.06509572,0.13354003,0.06844431,Sure Things
6,91.0,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.040338665,0.06997622,0.029637553,Needs Attention
3,30.25,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.01419121,0.15761086,0.14341965,Needs Attention
1,239.68,1,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.05870959,0.28603265,0.22732306,Sure Things
9,29.99,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.01520747,0.024754476,0.009547005,Needs Attention
9,125.89,0,1,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.07394366,0.12524028,0.051296618,Sure Things
4,42.92,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.09267562,0.14348528,0.05080966,Persuadables
9,144.61,1,0,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.013883844,0.0803485,0.066464655,Needs Attention
5,513.98,1,1,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,0.03338936,0.1659741,0.13258474,Needs Attention
4,68.77,1,0,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.00012739748,0.10218905,0.10206165,Needs Attention
11,29.99,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,0.0302106,0.1582181,0.1280075,Needs Attention
3,160.84,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.0548523,0.13271561,0.07786331,Sure Things
5,211.1,0,1,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.048435424,0.10363757,0.055202145,Sure Things
11,61.62,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.06956966,0.1891579,0.11958824,Sure Things
10,103.33,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.013837267,0.03378453,0.019947264,Needs Attention
7,53.51,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.036592916,0.0626524,0.026059486,Needs Attention
9,29.99,0,1,0,Surburban,Web,No E-Mail,0,0,0,0.0,0.12827748,0.22488864,0.09661115,Persuadables
7,93.72,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.030277502,0.0668231,0.0365456,Needs Attention
12,29.99,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.02242174,0.035911687,0.013489948,Needs Attention
9,74.69,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.09456841,0.10588453,0.0113161225,Persuadables
9,123.45,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.009901594,0.047768265,0.03786667,Needs Attention
11,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.016574517,0.033450313,0.016875796,Needs Attention
2,108.79,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.041368198,0.087558545,0.046190348,Sure Things
5,860.01,1,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.0011615008,0.18762451,0.18646301,Needs Attention
6,134.61,1,0,0,Rural,Phone,No E-Mail,0,1,0,0.0,-0.017647758,0.11506881,0.13271657,Lost Causes
2,137.22,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.03771376,0.12311536,0.0854016,Needs Attention
10,570.24,0,1,1,Rural,Phone,No E-Mail,0,0,0,0.0,0.07478247,0.18251702,0.10773455,Sure Things
3,36.61,0,1,0,Urban,Web,Womens E-Mail,1,0,0,0.0,0.007826209,0.15025905,0.14243284,Needs Attention
4,599.4,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.0575855,0.11897053,0.061385028,Sure Things
1,255.48,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,-0.046440303,0.16887684,0.21531714,Lost Causes
10,42.55,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.091020145,0.124953166,0.03393302,Persuadables
10,29.99,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.045330502,0.08697757,0.04164707,Sure Things
3,323.72,1,0,0,Rural,Multichannel,No E-Mail,0,0,0,0.0,-0.14148267,0.1463448,0.28782746,Lost Causes
1,487.3,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.06551319,0.16123271,0.2267459,Lost Causes
10,164.22,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.017005086,0.046073012,0.029067926,Needs Attention
4,776.0,1,0,1,Rural,Phone,No E-Mail,0,1,0,0.0,0.03542623,0.17545994,0.1400337,Needs Attention
1,603.67,1,0,1,Surburban,Phone,Womens E-Mail,1,1,0,0.0,-0.01738929,0.079805054,0.097194344,Lost Causes
6,162.88,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,-0.038950406,0.12011286,0.15906326,Lost Causes
1,196.63,0,1,1,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.105569944,0.16385953,0.05828959,Persuadables
1,549.59,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.043705612,0.13329577,0.08959016,Sure Things
5,127.03,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,-0.024865106,0.11200853,0.13687363,Lost Causes
9,30.14,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.086413994,0.11920868,0.032794688,Persuadables
1,29.99,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.0478763,0.18014075,0.13226445,Sure Things
9,335.3,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.0718602,0.17400227,0.10214207,Sure Things
1,60.57,0,1,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.082751684,0.20411438,0.12136269,Persuadables
9,59.33,0,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.0678824,0.078734025,0.010851626,Sure Things
9,53.76,1,0,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.0150265265,0.026461488,0.011434961,Needs Attention
8,49.31,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.083561376,0.1558681,0.07230672,Persuadables
10,603.87,1,1,1,Urban,Phone,Womens E-Mail,1,1,0,0.0,0.037906677,0.14523348,0.107326806,Needs Attention
3,309.81,1,0,0,Rural,Web,Womens E-Mail,1,1,1,50.68,0.088029906,0.3359643,0.24793439,Persuadables
3,137.63,0,1,1,Urban,Web,No E-Mail,0,1,1,53.98,0.065528154,0.1315357,0.06600754,Sure Things
10,78.5,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.051614933,0.066000275,0.0143853435,Sure Things
6,65.85,0,1,0,Urban,Phone,No E-Mail,0,0,0,0.0,0.050526038,0.15336779,0.10284175,Sure Things
11,41.88,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.0724036,0.18668357,0.11427996,Sure Things
1,29.99,1,0,0,Surburban,Phone,Womens E-Mail,1,1,0,0.0,0.014261454,0.15697919,0.14271773,Needs Attention
5,169.66,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.010255739,0.14455932,0.13430358,Needs Attention
6,29.99,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.06635751,0.12157327,0.055215765,Sure Things
4,547.35,1,0,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.07951775,0.17750162,0.09798387,Persuadables
3,162.89,0,1,1,Rural,Phone,No E-Mail,0,1,0,0.0,0.041630566,0.17081997,0.1291894,Sure Things
10,76.63,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.072177865,0.10683531,0.03465745,Sure Things
3,615.34,1,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.080081314,0.22830328,0.14822197,Persuadables
1,1051.53,0,1,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.13102797,0.21980412,0.08877616,Persuadables
8,376.1,1,0,1,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.009303607,0.06581806,0.05651445,Needs Attention
4,238.28,1,1,1,Urban,Phone,No E-Mail,0,0,0,0.0,0.050335832,0.12538819,0.07505236,Sure Things
11,290.48,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.019375607,0.084726274,0.06535067,Needs Attention
3,155.35,0,1,0,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.02531688,0.16307001,0.13775313,Needs Attention
2,376.66,0,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.048013106,0.14763924,0.09962614,Sure Things
9,29.99,1,0,1,Urban,Web,No E-Mail,0,0,0,0.0,0.020234706,0.048504896,0.02827019,Needs Attention
1,455.65,1,0,0,Urban,Phone,No E-Mail,0,1,1,102.24,-0.026211664,0.14679033,0.17300199,Lost Causes
7,131.17,0,1,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.037397534,0.16125521,0.12385768,Needs Attention
2,402.88,0,1,0,Urban,Web,No E-Mail,0,0,0,0.0,0.07134259,0.27195358,0.200611,Sure Things
9,239.27,1,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.13638945,0.16889724,0.032507792,Persuadables
1,117.06,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.025929928,0.0881952,0.06226527,Needs Attention
1,76.13,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.019087221,0.0786693,0.05958208,Needs Attention
2,767.12,1,0,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,-0.028503858,0.11498923,0.14349309,Lost Causes
10,285.87,1,0,0,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.021222636,0.16507256,0.14384992,Needs Attention
9,520.15,1,0,1,Urban,Multichannel,Womens E-Mail,1,0,0,0.0,0.007676501,0.046981867,0.039305367,Needs Attention
4,690.59,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.118587226,0.18112086,0.06253363,Persuadables
3,172.97,0,1,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.10722411,0.1607024,0.053478297,Persuadables
10,29.99,0,1,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.056088354,0.102211796,0.04612344,Sure Things
12,49.55,0,1,0,Rural,Web,No E-Mail,0,0,0,0.0,0.1437055,0.2521151,0.1084096,Persuadables
7,103.95,0,1,1,Rural,Web,Womens E-Mail,1,0,0,0.0,0.112098806,0.17888184,0.06678303,Persuadables
3,110.5,1,0,0,Urban,Web,No E-Mail,0,0,0,0.0,0.0035751462,0.14417793,0.14060278,Needs Attention
10,160.15,0,1,1,Urban,Web,No E-Mail,0,0,0,0.0,0.025907964,0.08460713,0.05869917,Needs Attention
7,176.9,1,0,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.028142795,0.10425053,0.07610773,Needs Attention
1,43.35,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.12830296,0.2399194,0.11161643,Persuadables
10,218.38,1,1,0,Surburban,Multichannel,No E-Mail,0,0,0,0.0,0.12112212,0.24650261,0.12538049,Persuadables
1,1500.19,1,1,1,Surburban,Multichannel,Womens E-Mail,1,0,0,0.0,0.07623035,0.33027816,0.2540478,Sure Things
2,135.29,1,0,0,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.02805721,0.12589867,0.097841464,Needs Attention
1,166.13,1,0,0,Surburban,Phone,Womens E-Mail,1,0,0,0.0,-0.023437783,0.14784074,0.17127852,Lost Causes
9,74.9,1,0,1,Surburban,Web,No E-Mail,0,0,0,0.0,0.039487615,0.07026305,0.030775437,Needs Attention
3,1607.05,0,1,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.07231571,0.15804094,0.08572523,Sure Things
10,49.54,1,0,1,Surburban,Phone,No E-Mail,0,0,0,0.0,0.012654986,0.029575014,0.016920028,Needs Attention
11,29.99,1,0,1,Surburban,Phone,Womens E-Mail,1,0,0,0.0,0.016574517,0.033450313,0.016875796,Needs Attention
6,29.99,1,0,0,Rural,Phone,No E-Mail,0,0,0,0.0,-0.035094425,0.13083234,0.16592677,Lost Causes
4,261.88,1,0,0,Rural,Web,No E-Mail,0,0,0,0.0,0.031168997,0.27480942,0.24364042,Needs Attention
4,141.22,0,1,1,Surburban,Web,Womens E-Mail,1,0,0,0.0,0.06913867,0.12238802,0.05324935,Sure Things
11,207.97,0,1,1,Rural,Phone,Womens E-Mail,1,0,0,0.0,0.07167219,0.14501794,0.07334574,Sure Things
12,29.99,1,0,1,Rural,Web,Womens E-Mail,1,0,0,0.0,-0.0033354312,0.0812542,0.08458963,Lost Causes
12,184.48,1,0,1,Urban,Phone,Womens E-Mail,1,0,0,0.0,0.029729826,0.049631514,0.019901687,Needs Attention
4,764.06,1,0,1,Urban,Multichannel,No E-Mail,0,0,0,0.0,-0.07201738,0.08022187,0.15223925,Lost Causes
2,621.34,1,1,1,Urban,Multichannel,Womens E-Mail,1,1,0,0.0,0.05258003,0.23826204,0.18568201,Sure Things
6,29.99,0,1,1,Urban,Web,Womens E-Mail,1,0,0,0.0,0.09217538,0.1431719,0.050996523,Persuadables
12,240.89,0,1,0,Surburban,Phone,No E-Mail,0,0,0,0.0,0.05838804,0.14935634,0.090968296,Sure Things
